Date,Forecast,Actual
11/8/12,,383.1712862
11/9/12,,376.8599112
11/10/12,,352.4677237
11/11/12,,341.1631612
11/12/12,,373.2716612
11/13/12,,375.8880362
11/14/12,,367.3608904
11/15/12,,365.3099112
11/16/12,,367.8604737
11/17/12,,338.3195154
11/18/12,,321.3070779
11/19/12,,357.9709737
11/20/12,,369.0314737
11/21/12,,357.9405154
11/22/12,,358.0141196
11/23/12,,353.0065279
11/24/12,,317.6663279
11/25/12,,305.3373904
11/26/12,,342.1978904
11/27/12,,345.8922446
11/28/12,,345.3245154
11/29/12,,345.2914946
11/30/12,,327.8177862
12/1/12,,293.1653279
12/2/12,,267.7186196
12/3/12,,292.2585154
12/4/12,,286.3916466
12/5/12,,282.4466404
12/6/12,,282.7195154
12/7/12,,284.2594529
12/8/12,,280.1511821
12/9/12,,273.3154321
12/10/12,,302.1454529
12/11/12,,308.4862654
12/12/12,,310.1026404
12/13/12,,303.9068904
12/14/12,,299.7420779
12/15/12,,275.5945362
12/16/12,,263.0781612
12/17/12,,294.7093904
12/18/12,,304.4432654
12/19/12,,304.0113696
12/20/12,,314.5226404
12/21/12,,313.9016612
12/22/12,,301.5476404
12/23/12,,289.8073071
12/24/12,,317.2281196
12/25/12,,293.7847029
12/26/12,,314.2582237
12/27/12,,308.8473696
12/28/12,,307.8717237
12/29/12,,289.7963487
12/30/12,,272.1966821
12/31/12,,268.1129946
1/1/13,,252.7679321
1/2/13,,269.2870362
1/3/13,,276.7049946
1/4/13,,290.3371404
1/5/13,,272.7793071
1/6/13,,250.9865297
1/7/13,,279.2064321
1/8/13,,285.3304321
1/9/13,,293.2518279
1/10/13,,292.1128279
1/11/13,,291.5958904
1/12/13,,283.0595864
1/13/13,,276.5515571
1/14/13,,304.7232029
1/15/13,,304.1548071
1/16/13,,305.8579466
1/17/13,,297.1273904
1/18/13,,286.6442654
1/19/13,,279.31008
1/20/13,,267.7626404
1/21/13,,285.9580362
1/22/13,,297.0284737
1/23/13,,279.5353696
1/24/13,,249.3410946
1/25/13,,266.9247446
1/26/13,,264.7568487
1/27/13,,245.8846466
1/28/13,,272.6256696
1/29/13,,282.6742654
1/30/13,,289.2045987
1/31/13,,300.094689
2/1/13,,304.2432412
2/2/13,,294.2784321
2/3/13,,283.3939529
2/4/13,,299.2582446
2/5/13,,308.9315362
2/6/13,,311.1224737
2/7/13,,311.0905362
2/8/13,,317.4524321
2/9/13,,297.8376612
2/10/13,,274.8064112
2/11/13,,298.4031821
2/12/13,,308.3227862
2/13/13,,320.9877654
2/14/13,,321.9662029
2/15/13,,316.8625154
2/16/13,,295.0731612
2/17/13,,271.2225571
2/18/13,,300.7757654
2/19/13,,307.0236821
2/20/13,,303.5988154
2/21/13,,292.0315779
2/22/13,,297.9827654
2/23/13,,290.8014946
2/24/13,,274.6832237
2/25/13,,297.1942654
2/26/13,,298.8017654
2/27/13,,296.2785175
2/28/13,,289.5135987
3/1/13,,290.6261612
3/2/13,,278.5755362
3/3/13,,265.6240362
3/4/13,,279.6800654
3/5/13,,290.4118071
3/6/13,,292.8613071
3/7/13,,292.3652654
3/8/13,,301.3218633
3/9/13,,287.9642237
3/10/13,,284.3674217
3/11/13,,314.2428279
3/12/13,,325.9148071
3/13/13,,336.0517237
3/14/13,,334.1267654
3/15/13,,324.1351404
3/16/13,,313.9135154
3/17/13,,291.2234946
3/18/13,,314.0022737
3/19/13,,311.2874321
3/20/13,,313.2626821
3/21/13,,321.8391612
3/22/13,,318.946154
3/23/13,,299.3210915
3/24/13,,274.0484249
3/25/13,,306.6132582
3/26/13,,322.610279
3/27/13,,314.2663832
3/28/13,,314.4576124
3/29/13,,322.2165082
3/30/13,,311.3704457
3/31/13,,291.225279
4/1/13,,292.5227374
4/2/13,,319.8314874
4/3/13,,319.8299874
4/4/13,,287.8323832
4/5/13,,299.2498415
4/6/13,,290.8852374
4/7/13,,281.8477999
4/8/13,,307.8686332
4/9/13,,308.0677999
4/10/13,,312.9482582
4/11/13,,316.9452999
4/12/13,,322.8519457
4/13/13,,295.1036124
4/14/13,,287.7566957
4/15/13,,323.6318415
4/16/13,,337.4476957
4/17/13,,334.8490915
4/18/13,,305.8667165
4/19/13,,301.5186362
4/20/13,,286.272004
4/21/13,,272.2904249
4/22/13,,296.9185915
4/23/13,,294.247279
4/24/13,,321.8214665
4/25/13,,320.749404
4/26/13,,327.063529
4/27/13,,310.7167374
4/28/13,,293.5723415
4/29/13,,329.6258743
4/30/13,,329.0418379
5/1/13,,293.1468832
5/2/13,,313.7320082
5/3/13,,318.4666452
5/4/13,,306.3807249
5/5/13,,290.6677337
5/6/13,,325.6659785
5/7/13,,337.9581296
5/8/13,,350.3946035
5/9/13,,322.4600582
5/10/13,,345.6954749
5/11/13,,328.2776832
5/12/13,,308.6687962
5/13/13,,346.6196452
5/14/13,,351.2903915
5/15/13,,361.4036832
5/16/13,,343.3648796
5/17/13,,331.8525313
5/18/13,,317.0308624
5/19/13,,312.8906957
5/20/13,,317.7568832
5/21/13,,358.2557582
5/22/13,,365.3023832
5/23/13,,362.6707582
5/24/13,,373.9531332
5/25/13,,348.7585956
5/26/13,,330.9698624
5/27/13,,375.902904
5/28/13,,374.5936749
5/29/13,,381.1591332
5/30/13,,384.9268207
5/31/13,,382.7285915
6/1/13,,350.1761878
6/2/13,,345.455029
6/3/13,,372.3150707
6/4/13,,364.5904874
6/5/13,,366.6328415
6/6/13,,368.7286124
6/7/13,,367.4153207
6/8/13,,352.0858415
6/9/13,,338.9068415
6/10/13,,374.3294874
6/11/13,,387.7478415
6/12/13,,373.670779
6/13/13,,378.4826332
6/14/13,,371.2089915
6/15/13,,351.2653415
6/16/13,,334.8393415
6/17/13,,370.024154
6/18/13,,367.4275499
6/19/13,,373.4940082
6/20/13,,378.3932582
6/21/13,,375.785904
6/22/13,,348.0749312
6/23/13,,333.043154
6/24/13,,369.6031749
6/25/13,,376.3963832
6/26/13,,374.7062374
6/27/13,,372.5988957
6/28/13,,362.0843624
6/29/13,,337.2650082
6/30/13,,329.1318624
7/1/13,,360.4010707
7/2/13,,383.0873624
7/3/13,,387.9707999
7/4/13,,375.7435082
7/5/13,,386.695279
7/6/13,,359.8131332
7/7/13,,339.4239582
7/8/13,,386.918779
7/9/13,,383.5203624
7/10/13,,396.6295707
7/11/13,,399.662779
7/12/13,,394.404279
7/13/13,,373.745779
7/14/13,,364.5730915
7/15/13,,402.9881894
7/16/13,,407.4531603
7/17/13,,399.0540915
7/18/13,,396.3759457
7/19/13,,395.8508624
7/20/13,,364.2828415
7/21/13,,346.2423207
7/22/13,,398.4614665
7/23/13,,404.3168624
7/24/13,,413.6734665
7/25/13,,413.8215499
7/26/13,,408.6520082
7/27/13,,380.3548207
7/28/13,,366.3744249
7/29/13,,406.6464665
7/30/13,,399.142779
7/31/13,,399.9488415
8/1/13,,396.9046749
8/2/13,,392.9288207
8/3/13,,348.5631124
8/4/13,,347.886904
8/5/13,,390.2444915
8/6/13,,402.0164874
8/7/13,,384.900529
8/8/13,,356.5290915
8/9/13,,344.2149665
8/10/13,,331.876029
8/11/13,,327.1361957
8/12/13,,368.4351332
8/13/13,,366.4958374
8/14/13,,359.8751332
8/15/13,,351.3610707
8/16/13,,373.0398415
8/17/13,,353.6960707
8/18/13,,338.205404
8/19/13,,367.313904
8/20/13,,362.5351332
8/21/13,,364.3381332
8/22/13,,386.469904
8/23/13,,379.0694457
8/24/13,,368.7679874
8/25/13,,359.1910499
8/26/13,,371.268099
8/27/13,,393.1184832
8/28/13,,392.9216107
8/29/13,,391.6486915
8/30/13,,359.231379
8/31/13,,290.7774582
9/1/13,,304.7729124
9/2/13,,370.5977982
9/3/13,,377.6934528
9/4/13,,387.614654
9/5/13,,378.5048415
9/6/13,,363.334529
9/7/13,,327.8069457
9/8/13,,315.152779
9/9/13,,365.4634665
9/10/13,,368.3153415
9/11/13,,378.9402582
9/12/13,,395.6263519
9/13/13,,373.7524186
9/14/13,,348.4023207
9/15/13,,312.2846332
9/16/13,,339.7095499
9/17/13,,368.8989457
9/18/13,,379.488654
9/19/13,,381.3386124
9/20/13,,365.5210707
9/21/13,,332.3999874
9/22/13,,325.5005561
9/23/13,,380.811779
9/24/13,,386.1824874
9/25/13,,395.9616957
9/26/13,,391.7911124
9/27/13,,372.8842374
9/28/13,,332.7788207
9/29/13,,326.9204665
9/30/13,,387.3352999
10/1/13,,407.4171071
10/2/13,,407.9520915
10/3/13,,404.166153
10/4/13,,394.8926124
10/5/13,,364.885654
10/6/13,,355.2030707
10/7/13,,382.433529
10/8/13,,388.4050499
10/9/13,,404.8025499
10/10/13,,396.4881332
10/11/13,,394.858779
10/12/13,,369.5843207
10/13/13,,365.6793832
10/14/13,,385.4019457
10/15/13,,381.5834874
10/16/13,,349.6950707
10/17/13,,372.9443624
10/18/13,,388.2861957
10/19/13,,371.4866749
10/20/13,,362.1810915
10/21/13,,408.2638207
10/22/13,,406.0925499
10/23/13,,407.844779
10/24/13,,411.1723832
10/25/13,,416.848029
10/26/13,,381.237154
10/27/13,,360.7198207
10/28/13,,398.1833624
10/29/13,,393.4239936
10/30/13,,380.2281124
10/31/13,,380.7468415
11/1/13,,340.9505082
11/2/13,,326.124154
11/3/13,,306.7200915
11/4/13,,364.6550082
11/5/13,,380.6168624
11/6/13,,395.7955082
11/7/13,,389.734529
11/8/13,,390.2059873
11/9/13,,365.5500915
11/10/13,,351.9858207
11/11/13,,381.7989249
11/12/13,,404.3317999
11/13/13,,382.1274874
11/14/13,,344.9209249
11/15/13,,372.5989874
11/16/13,,339.8082853
11/17/13,,302.5064874
11/18/13,,337.0720082
11/19/13,,331.7237999
11/20/13,,329.887529
11/21/13,,322.7911332
11/22/13,,295.5166124
11/23/13,,297.6117999
11/24/13,,286.6989457
11/25/13,,323.5917165
11/26/13,,326.8283832
11/27/13,,322.7162582
11/28/13,,327.2429457
11/29/13,,335.8906749
11/30/13,,319.9498924
12/1/13,,307.4677999
12/2/13,,356.809904
12/3/13,,363.8492999
12/4/13,,362.3913969
12/5/13,,359.6636929
12/6/13,,359.9111749
12/7/13,,337.6535499
12/8/13,,324.5621332
12/9/13,,354.6398415
12/10/13,,357.6124457
12/11/13,,350.1762582
12/12/13,,344.5226749
12/13/13,,331.2549249
12/14/13,,302.3267165
12/15/13,,286.6319249
12/16/13,,301.3384457
12/17/13,,315.2746124
12/18/13,,306.9165499
